Age;Sexe;Nationalité(s);Quartier
58;F;P;ROLLINGERGRUND/BELAIR-NORD
24;F;F;WEIMERSKIRCH
49;M;L;EICH
72;M;B;BEGGEN
1;M;L, CZ;GASPERICH
22;F;P;BONNEVOIE-SUD
47;M;BG, E;BEGGEN
5;M;BR;ROLLINGERGRUND/BELAIR-NORD
36;M;L;GARE
45;M;PL;KIRCHBERG
49;M;P;BONNEVOIE-NORD/VERLORENKOST
52;F;H;KIRCHBERG
31;M;I;CENTS
37;M;F;GARE
31;F;R;NEUDORF/WEIMERSHOF
55;M;P;DOMMELDANGE
46;M;CO;EICH
9;F;F;MUEHLENBACH
35;M;F, TJ;BONNEVOIE-SUD
36;F;IR;ROLLINGERGRUND/BELAIR-NORD
65;M;L, USA;BELAIR
15;M;USA;BELAIR
63;F;DK;LIMPERTSBERG
26;M;F;KIRCHBERG
33;M;GR;MERL
34;M;L;ROLLINGERGRUND/BELAIR-NORD
27;F;F;GARE
23;M;F;HOLLERICH
13;M;L, IRL, GB;BEGGEN
1;F;H;GASPERICH
27;M;L, ET;CENTS
14;M;L, F, GB;KIRCHBERG
33;F;BR;BELAIR
41;F;L, D;BONNEVOIE-NORD/VERLORENKOST
33;F;BG;BELAIR
35;M;I;BONNEVOIE-NORD/VERLORENKOST
1;M;L, F, I;MERL
31;M;F;HOLLERICH
7;M;I;CESSANGE
55;M;F;BELAIR
30;F;KOR;GRUND
4;F;F;GASPERICH
83;F;L;LIMPERTSBERG
61;M;P;GARE
1;F;D, GR;NEUDORF/WEIMERSHOF
13;F;L;CESSANGE
31;M;IND;MUEHLENBACH
34;F;EST;GASPERICH
33;M;F;GARE
40;F;R;LIMPERTSBERG
14;M;RUS;KIRCHBERG
47;M;SP;KIRCHBERG
37;F;D;BONNEVOIE-SUD
55;F;GB;GARE
27;M;F;BONNEVOIE-SUD
31;M;IND;LIMPERTSBERG
1;M;L;VILLE-HAUTE
74;F;P;EICH
27;F;F;ROLLINGERGRUND/BELAIR-NORD
1;M;L;KIRCHBERG
35;F;PL;BEGGEN
49;M;L;CENTS
1;M;L;HOLLERICH
49;M;L;CESSANGE
14;M;L, F, I;GARE
46;F;USA;BONNEVOIE-NORD/VERLORENKOST
10;M;L, F;MERL
30;F;IND;BONNEVOIE-SUD
30;F;B;GARE
59;F;L;CENTS
57;F;GB;GASPERICH
84;M;ETH;BELAIR
33;M;IND;NEUDORF/WEIMERSHOF
1;M;L, F, NL;MERL
21;F;P;DOMMELDANGE
41;M;MA;NEUDORF/WEIMERSHOF
8;M;B, GB;KIRCHBERG
6;F;F;BEGGEN
38;F;TC;BONNEVOIE-NORD/VERLORENKOST
27;F;F;GARE
80;F;L;MERL
34;M;IND;GASPERICH
1;M;P;CENTS
28;F;ARM;CESSANGE
43;F;L;ROLLINGERGRUND/BELAIR-NORD
6;F;GU;BONNEVOIE-SUD
28;F;F;MUEHLENBACH
43;F;GB;GARE
17;M;XXX;BELAIR
24;M;MA;GARE
55;M;B;CENTS
26;F;P;LIMPERTSBERG
62;M;L;HOLLERICH
39;F;BR;BONNEVOIE-SUD
27;F;S;BELAIR
26;F;L;MUEHLENBACH
43;F;BIH;EICH
24;M;I;GASPERICH
33;F;D;EICH
30;M;F;NEUDORF/WEIMERSHOF
35;M;P;BONNEVOIE-SUD
58;M;P;BONNEVOIE-SUD
33;F;R;NEUDORF/WEIMERSHOF
34;F;B;BELAIR
36;F;L;BELAIR
10;F;L;BONNEVOIE-NORD/VERLORENKOST
26;M;ERY;BELAIR
26;F;F;KIRCHBERG
37;F;B;CLAUSEN
30;M;L;NEUDORF/WEIMERSHOF
34;M;RCH;BONNEVOIE-NORD/VERLORENKOST
49;F;B;GARE
43;M;I;ROLLINGERGRUND/BELAIR-NORD
3;F;I, DZ;BEGGEN
18;M;L, F;GASPERICH
27;M;MS;LIMPERTSBERG
25;F;TR;BELAIR
41;M;L;CENTS
29;F;D;ROLLINGERGRUND/BELAIR-NORD
6;F;D, PL;BEGGEN
66;F;L;HOLLERICH
30;M;PHL;GARE
31;M;USA;LIMPERTSBERG
51;F;L;CENTS
80;F;L;ROLLINGERGRUND/BELAIR-NORD
27;F;PL;GASPERICH
27;F;D;GARE
56;M;L;HAMM
1;F;M;DOMMELDANGE
27;F;L;GASPERICH
28;F;P;GASPERICH
76;F;L;BONNEVOIE-SUD
8;M;L, F;HAMM
25;F;I;LIMPERTSBERG
1;M;B;CESSANGE
52;M;N;BELAIR
2;M;RUS;DOMMELDANGE
36;M;LVA;HOLLERICH
39;M;IND;DOMMELDANGE
82;F;USA;KIRCHBERG
43;M;P;LIMPERTSBERG
50;M;L;WEIMERSKIRCH
56;M;F;GARE
44;M;F;LIMPERTSBERG
34;F;F, MA;KIRCHBERG
57;M;L, P;GASPERICH
91;F;L;LIMPERTSBERG
42;M;L, PL;NEUDORF/WEIMERSHOF
81;F;BG;BONNEVOIE-SUD
60;M;L;CESSANGE
52;F;I;HAMM
25;M;B;PULVERMUEHL
23;M;SYR;GARE
66;M;B;NEUDORF/WEIMERSHOF
65;M;F;LIMPERTSBERG
34;M;L, I;BONNEVOIE-SUD
32;F;L, BLR;CENTS
31;F;E;LIMPERTSBERG
19;F;F;BELAIR
15;F;GB;NEUDORF/WEIMERSHOF
49;M;L, IRL;NEUDORF/WEIMERSHOF
35;M;TJ;HOLLERICH
59;M;F;GARE
71;F;L, I;NEUDORF/WEIMERSHOF
23;F;R;CLAUSEN
49;M;B;GASPERICH
31;F;L;BELAIR
22;M;P;GARE
39;F;L;LIMPERTSBERG
34;F;D;HOLLERICH
19;F;F;HAMM
43;M;A;BELAIR
19;M;R;GARE
37;F;L;GARE
30;M;P;PFAFFENTHAL
32;M;E;GASPERICH
28;M;F;BELAIR
44;M;L;BONNEVOIE-SUD
39;M;P;MERL
21;M;E;GARE
53;M;F;GARE
33;M;E;BONNEVOIE-SUD
22;M;F;ROLLINGERGRUND/BELAIR-NORD
10;F;FIN;VILLE-HAUTE
34;F;L, BR;NEUDORF/WEIMERSHOF
24;F;IND;GARE
47;M;B;CENTS
34;M;E;LIMPERTSBERG
28;M;L, BR;MUEHLENBACH
28;M;I;BELAIR
38;F;USA;HOLLERICH
50;M;L;EICH
3;M;IND;BELAIR
28;M;L;BEGGEN
54;F;L, D;GARE
63;M;AUS;DOMMELDANGE
45;M;F;GASPERICH
55;M;GR;VILLE-HAUTE
13;M;PL;MERL
51;M;L, B;BELAIR
51;M;B;BELAIR
41;F;P;KIRCHBERG
89;M;L;BELAIR
34;M;F;MERL
28;M;F;BEGGEN
48;M;E;CENTS
18;M;L, E, FIN;BONNEVOIE-NORD/VERLORENKOST
47;F;UKR;BELAIR
73;F;F;BONNEVOIE-SUD
45;M;R;KIRCHBERG
33;F;BG;GASPERICH
48;F;L;LIMPERTSBERG
65;F;L, GB;WEIMERSKIRCH
3;M;L, D;BELAIR
56;M;P;BONNEVOIE-NORD/VERLORENKOST
47;F;L, CV;CENTS
28;M;IND;NEUDORF/WEIMERSHOF
32;M;IND;BONNEVOIE-SUD
29;F;L;WEIMERSKIRCH
34;M;L, SYR;ROLLINGERGRUND/BELAIR-NORD
80;M;F;BONNEVOIE-NORD/VERLORENKOST
4;F;P;GASPERICH
27;M;CV;BEGGEN
0;F;L, F;BELAIR
6;M;L, AFG;BONNEVOIE-SUD
31;M;CI;GARE
43;M;I;BONNEVOIE-SUD
55;M;P;ROLLINGERGRUND/BELAIR-NORD
23;M;F;MERL
49;F;LTU;KIRCHBERG
46;F;PL;BONNEVOIE-SUD
48;M;B;GASPERICH
52;M;R;GARE
58;F;UKR;BONNEVOIE-SUD
4;M;P;KIRCHBERG
94;M;L;VILLE-HAUTE
40;F;IND;KIRCHBERG
34;M;D;GASPERICH
43;F;I;BELAIR
60;F;L;LIMPERTSBERG
46;M;F;GASPERICH
10;F;F;LIMPERTSBERG
1;M;IND;GASPERICH
30;M;I;ROLLINGERGRUND/BELAIR-NORD
12;F;S;VILLE-HAUTE
37;F;J;MERL
62;M;L;BELAIR
58;M;P;GARE
12;F;E;NEUDORF/WEIMERSHOF
37;M;F;GASPERICH
27;M;F;GARE
54;F;UKR;MUEHLENBACH
41;M;P;BONNEVOIE-SUD
43;F;EST;KIRCHBERG
60;M;L;EICH
90;F;L;VILLE-HAUTE
78;F;L;LIMPERTSBERG
31;M;HRV;BEGGEN
30;M;L;VILLE-HAUTE
34;F;UKR;NEUDORF/WEIMERSHOF
25;M;IND;GARE
50;F;L;CENTS
2;M;J;MERL
56;M;F;HOLLERICH
33;F;TJ;CENTS
62;F;UKR;CENTS
58;M;BIH;WEIMERSKIRCH
33;M;F;WEIMERSKIRCH
12;F;F, GB;MERL
51;M;P;KIRCHBERG
3;F;F;BEGGEN
56;F;CY;MERL
40;F;P;BONNEVOIE-SUD
24;M;L, I;GARE
30;F;TJ;GASPERICH
67;M;L;CESSANGE
27;F;MA;BELAIR
29;M;D;GASPERICH
48;M;I;BONNEVOIE-SUD
65;M;B;MERL
44;F;TR;CESSANGE
31;F;MS;DOMMELDANGE
57;M;F;GASPERICH
22;M;L;CESSANGE
30;F;TN;WEIMERSKIRCH
24;F;L, AFG;ROLLINGERGRUND/BELAIR-NORD
48;F;B;MERL
25;M;I;GASPERICH
37;M;F;BEGGEN
39;M;I;ROLLINGERGRUND/BELAIR-NORD
26;F;A;ROLLINGERGRUND/BELAIR-NORD
21;F;L, PL;MUEHLENBACH
10;M;BG;NEUDORF/WEIMERSHOF
25;F;MA;KIRCHBERG
28;F;SVN;NEUDORF/WEIMERSHOF
22;M;P;NEUDORF/WEIMERSHOF
21;F;AL;ROLLINGERGRUND/BELAIR-NORD
34;M;SVN;KIRCHBERG
28;F;B;BONNEVOIE-SUD
13;F;L, I, MA;GASPERICH
5;M;B;BONNEVOIE-NORD/VERLORENKOST
37;M;R;GARE
31;F;PL;MUEHLENBACH
41;M;F;CESSANGE
26;F;L, B;GARE
30;F;F;HAMM
44;F;F;GARE
43;F;P;BONNEVOIE-SUD
30;F;I;BELAIR
25;F;E;BELAIR
72;M;L;BELAIR
22;M;P, GU;BELAIR
45;M;L;BONNEVOIE-SUD
50;M;A;BELAIR
52;F;L;KIRCHBERG
18;M;GUB;BONNEVOIE-SUD
55;M;GB;KIRCHBERG
35;F;I;BELAIR
26;M;F;ROLLINGERGRUND/BELAIR-NORD
28;F;R;MERL
31;M;RL;ROLLINGERGRUND/BELAIR-NORD
25;M;BR;KIRCHBERG
37;M;I;CENTS
40;M;F;BELAIR
26;F;TJ;KIRCHBERG
13;M;L, PE;GARE
73;F;F;GARE
29;F;GR;GASPERICH
48;F;UKR;BONNEVOIE-SUD
37;M;I, GR;BELAIR
50;F;L;CESSANGE
38;F;P;GASPERICH
70;F;UKR;GASPERICH
64;M;L, GB;HOLLERICH
61;F;E;KIRCHBERG
50;M;BR;BONNEVOIE-SUD
39;F;ET;GARE
15;M;UKR;HOLLERICH
45;F;E;HOLLERICH
43;F;UKR;DOMMELDANGE
34;M;F;GASPERICH
38;F;TR;MERL
37;F;IND;BONNEVOIE-NORD/VERLORENKOST
44;M;P;GARE
47;M;L, F;HOLLERICH
27;F;T;GARE
60;F;I;CENTS
35;F;D;MERL
26;M;L, P;BONNEVOIE-NORD/VERLORENKOST
44;F;IND;MERL
30;F;L;ROLLINGERGRUND/BELAIR-NORD
45;F;L, F;KIRCHBERG
36;M;MA;HOLLERICH
29;M;CO;CESSANGE
24;M;L, I;KIRCHBERG
61;M;B;CENTS
60;F;L;BONNEVOIE-SUD
44;M;P;BONNEVOIE-SUD
49;F;L;WEIMERSKIRCH
37;F;L, GB;PFAFFENTHAL
30;F;UKR;VILLE-HAUTE
25;F;PHL;BONNEVOIE-NORD/VERLORENKOST
65;M;L;HAMM
0;F;F;BELAIR
15;M;SYR;LIMPERTSBERG
37;M;J;BELAIR
25;F;F;LIMPERTSBERG
30;F;IND;BONNEVOIE-SUD
34;F;PL;EICH
25;M;MS;MERL
10;M;F;GASPERICH
60;M;B;GARE
33;F;D;CESSANGE
31;M;L;BONNEVOIE-SUD
29;F;IND;DOMMELDANGE
14;M;F;HOLLERICH
55;M;L;PFAFFENTHAL
21;M;L, E;GARE
26;M;E;ROLLINGERGRUND/BELAIR-NORD
1;M;DK;NEUDORF/WEIMERSHOF
32;M;F;BONNEVOIE-SUD
35;M;B;GARE
22;F;R;GARE
24;M;E;GASPERICH
32;F;R;BONNEVOIE-SUD
25;F;VN;NEUDORF/WEIMERSHOF
25;F;I;HOLLERICH
7;F;L, RUS;CENTS
15;F;UKR;KIRCHBERG
25;F;I;MUEHLENBACH
56;M;R;BEGGEN
27;F;TJ;EICH
53;M;L, XXK;GARE
30;M;S;LIMPERTSBERG
53;F;L, S;ROLLINGERGRUND/BELAIR-NORD
44;M;I;BONNEVOIE-SUD
40;M;UKR;KIRCHBERG
49;F;F;GARE
45;F;UKR;LIMPERTSBERG
28;M;USA;GRUND
15;F;L, A;KIRCHBERG
36;M;GR;HOLLERICH
56;M;CH;GARE
18;M;L, P;BEGGEN
2;M;PL;BELAIR
37;F;PHL;HOLLERICH
45;F;GR;HOLLERICH
56;F;SK;ROLLINGERGRUND/BELAIR-NORD
50;M;L, TR;GARE
30;M;D;NEUDORF/WEIMERSHOF
32;M;GR;VILLE-HAUTE
27;F;L;CESSANGE
25;F;L;BELAIR
41;M;RUS;NEUDORF/WEIMERSHOF
43;M;L;BELAIR
28;M;TC;GARE
50;M;P;WEIMERSKIRCH
33;F;IND;GARE
42;F;UKR;HOLLERICH
10;M;SYR;BELAIR
38;F;H;GARE
9;M;UKR;KIRCHBERG
26;M;F;BONNEVOIE-SUD
39;M;UKR;HOLLERICH
28;M;F;BONNEVOIE-SUD
0;F;L, MA;ROLLINGERGRUND/BELAIR-NORD
27;M;GR;BELAIR
31;F;IND;CESSANGE
0;M;L, I;KIRCHBERG
22;F;UKR;MERL
85;F;L;GARE
27;M;D;BELAIR
33;F;USA;GARE
38;M;DZ;BELAIR
31;M;IND;GASPERICH
28;M;B;BONNEVOIE-SUD
9;M;GB;BONNEVOIE-SUD
0;F;I, SGP;GARE
30;F;GR;VILLE-HAUTE
29;M;F;BONNEVOIE-NORD/VERLORENKOST
33;F;GB;HOLLERICH
7;M;L, P;LIMPERTSBERG
49;F;P;KIRCHBERG
44;F;D;HOLLERICH
60;M;F;BELAIR
8;F;F, GB;MUEHLENBACH
43;F;L;BONNEVOIE-SUD
9;F;P;KIRCHBERG
8;M;F;GARE
33;M;F;LIMPERTSBERG
0;M;L, PL;BONNEVOIE-SUD
9;F;AL;HOLLERICH
56;F;B;MERL
40;M;EST;NEUDORF/WEIMERSHOF
47;M;L;EICH
11;F;F;BONNEVOIE-SUD
24;F;I;WEIMERSKIRCH
35;M;P;BONNEVOIE-SUD
23;M;E;LIMPERTSBERG
29;F;IND;NEUDORF/WEIMERSHOF
47;M;F;GARE
30;F;RL;HOLLERICH
0;M;R;GARE
22;M;F;MERL
25;M;I;CESSANGE
2;F;IND;GARE
8;M;F;MERL
25;F;E;BONNEVOIE-SUD
48;M;CH, I;BONNEVOIE-NORD/VERLORENKOST
30;F;I;HOLLERICH
23;M;L, SYR;BONNEVOIE-NORD/VERLORENKOST
29;M;A, USA;KIRCHBERG
17;M;ERY;BELAIR
4;F;UKR;BELAIR
30;F;F;CESSANGE
28;F;MS;NEUDORF/WEIMERSHOF
47;F;T;GARE
2;M;R;NEUDORF/WEIMERSHOF
54;F;A;BONNEVOIE-NORD/VERLORENKOST
26;F;TJ;BELAIR
57;M;P;BELAIR
36;M;I;GARE
54;F;E;CESSANGE
38;F;L;GARE
21;M;RUS;GARE
31;M;F;EICH
49;M;GB;BONNEVOIE-NORD/VERLORENKOST
16;F;L;CENTS
37;M;I;HOLLERICH
31;F;TJ;GASPERICH
53;M;J;GARE
59;M;L, GB;CENTS
28;M;E;HOLLERICH
63;F;P;BONNEVOIE-SUD
30;F;L, P;BEGGEN
20;M;AFG;MUEHLENBACH
39;F;F;KIRCHBERG
32;F;IND;HOLLERICH
37;F;IND;BELAIR
28;M;F;BEGGEN
23;M;ETH;BELAIR
44;M;I, GB;GASPERICH
29;M;TN;GASPERICH
32;M;E;BELAIR
46;M;P;BONNEVOIE-SUD
51;M;H;LIMPERTSBERG
0;M;F;CESSANGE
44;M;I;GARE
92;F;L;HAMM
63;M;NL;GARE
35;M;TN;GARE
44;M;D, F;KIRCHBERG
63;M;F;KIRCHBERG
33;M;AZE;BELAIR
3;F;SYR;BELAIR
84;M;L;HAMM
24;F;I;CENTS
19;F;L, GB;HOLLERICH
42;F;L;BELAIR
29;M;TR;NEUDORF/WEIMERSHOF
15;M;F;GASPERICH
35;F;I;LIMPERTSBERG
78;M;L;MUEHLENBACH
42;F;L;PFAFFENTHAL
32;F;IND;LIMPERTSBERG
30;F;E;BEGGEN
50;M;USA;ROLLINGERGRUND/BELAIR-NORD
27;F;IND;GASPERICH
33;F;P;BONNEVOIE-SUD
0;M;L, MS;GASPERICH
7;F;ERY;BELAIR
6;F;I;WEIMERSKIRCH
41;F;HRV;CESSANGE
56;M;F;MERL
24;M;R;GASPERICH
44;M;F;GARE
45;M;D, TR;KIRCHBERG
32;F;PAK;KIRCHBERG
41;M;HRV;BONNEVOIE-SUD
28;M;P;BONNEVOIE-SUD
29;M;DY;CESSANGE
27;M;F;EICH
43;F;UKR;GRUND
39;M;IND;MERL
58;M;P;HOLLERICH
29;M;MA;BONNEVOIE-NORD/VERLORENKOST
54;M;H;KIRCHBERG
31;F;F;NEUDORF/WEIMERSHOF
39;F;SN;GRUND
53;M;I;BONNEVOIE-SUD
14;M;RUS;BELAIR
40;M;IND;CESSANGE
67;M;AUS, GB;ROLLINGERGRUND/BELAIR-NORD
33;F;I;KIRCHBERG
55;M;P;HOLLERICH
74;M;L;GRUND
29;F;CO;BONNEVOIE-SUD
28;F;B;BELAIR
43;F;E;VILLE-HAUTE
21;M;L;CESSANGE
28;F;L;VILLE-HAUTE
77;F;D;BONNEVOIE-SUD
15;F;L, TC;NEUDORF/WEIMERSHOF
56;F;F;CESSANGE
28;F;PHL;KIRCHBERG
23;F;R;HAMM
25;F;SRB;HOLLERICH
32;F;E;CESSANGE
24;F;I;BELAIR
28;F;E;KIRCHBERG
31;M;AUS;BELAIR
48;M;BR;VILLE-HAUTE
50;F;PE;KIRCHBERG
0;F;TJ;HOLLERICH
34;M;F;KIRCHBERG
49;M;H;LIMPERTSBERG
50;F;F;GARE
32;F;L, I;BEGGEN
26;M;GB;GRUND
60;M;I;BONNEVOIE-NORD/VERLORENKOST
24;F;TJ;DOMMELDANGE
27;M;PL;GARE
29;F;R;LIMPERTSBERG
39;M;COD;ROLLINGERGRUND/BELAIR-NORD
24;M;IND;BONNEVOIE-SUD
64;F;YV;GASPERICH
31;M;CDN;NEUDORF/WEIMERSHOF
1;F;F;LIMPERTSBERG
27;F;D;BONNEVOIE-SUD
27;M;L, P;NEUDORF/WEIMERSHOF
6;F;RUS;BEGGEN
23;M;HRV;NEUDORF/WEIMERSHOF
30;F;USA;GARE
34;F;E;CENTS
58;M;L;NEUDORF/WEIMERSHOF
21;F;F;ROLLINGERGRUND/BELAIR-NORD
29;M;B;GASPERICH
15;F;D;LIMPERTSBERG
3;F;I;GASPERICH
62;M;UKR;KIRCHBERG
5;M;P;GARE
37;F;R;BONNEVOIE-SUD
30;M;I;LIMPERTSBERG
27;F;SK;WEIMERSKIRCH
49;F;HRV;LIMPERTSBERG
0;F;L, MK, MNE;GASPERICH
31;M;L;BONNEVOIE-SUD
30;M;L, P;WEIMERSKIRCH
24;M;TJ;BEGGEN
30;F;F;ROLLINGERGRUND/BELAIR-NORD
83;M;L;LIMPERTSBERG
64;M;RUS;LIMPERTSBERG
57;F;UKR;NEUDORF/WEIMERSHOF
30;F;I;BONNEVOIE-SUD
26;F;I;LIMPERTSBERG
52;F;F;BONNEVOIE-SUD
65;F;GB;BELAIR
64;F;L;BELAIR
30;M;I;LIMPERTSBERG
80;F;L;NEUDORF/WEIMERSHOF
9;M;GB;MERL
32;F;P;GARE
32;F;L, CH;BELAIR
22;M;IND;KIRCHBERG
27;F;L, P;BEGGEN
33;F;EST;GARE
8;M;IND;EICH
65;F;UKR;LIMPERTSBERG
49;M;F;CENTS
25;F;MEX;VILLE-HAUTE
37;M;P;GASPERICH
38;M;L, R;LIMPERTSBERG
51;M;TN;BONNEVOIE-NORD/VERLORENKOST
29;M;L;CENTS
35;F;D;NEUDORF/WEIMERSHOF
14;F;UKR;MERL
29;F;L;BELAIR
23;M;SYR;BELAIR
48;M;D;GARE
32;M;TR;EICH
53;F;F;WEIMERSKIRCH
44;F;E;GARE
40;F;R;NEUDORF/WEIMERSHOF
28;F;RI;LIMPERTSBERG
17;F;UKR;CESSANGE
76;F;L;BELAIR
23;M;F;LIMPERTSBERG
36;M;I;BONNEVOIE-SUD
25;M;F;MERL
25;F;DK;GARE
30;F;IND;VILLE-HAUTE
33;F;L, RUS;CENTS
38;M;SRB;GARE
48;F;H;BELAIR
36;M;F;EICH
7;M;IND;LIMPERTSBERG
27;F;B;ROLLINGERGRUND/BELAIR-NORD
44;M;L, P;PULVERMUEHL
24;F;SVN;DOMMELDANGE
71;M;L;GASPERICH
3;M;L, GR;VILLE-HAUTE
31;F;D;GRUND
47;F;P;GARE
35;M;ZA;MUEHLENBACH
22;M;F;BONNEVOIE-SUD
19;F;E;DOMMELDANGE
40;F;L;BELAIR
28;F;GR;NEUDORF/WEIMERSHOF
44;M;WAN;CESSANGE
2;M;L;CESSANGE
44;F;I;LIMPERTSBERG
49;F;L, BR;BEGGEN
28;M;P;GARE
40;M;NEP;KIRCHBERG
22;F;L, BLR;DOMMELDANGE
17;F;NIC;LIMPERTSBERG
31;M;DZ;BONNEVOIE-SUD
32;F;F;LIMPERTSBERG
23;M;D;CLAUSEN
35;M;TR;NEUDORF/WEIMERSHOF
48;F;L;KIRCHBERG
30;M;L;KIRCHBERG
0;M;NL;CENTS
41;F;F, GR;BELAIR
32;F;PHL;ROLLINGERGRUND/BELAIR-NORD
36;M;D;BEGGEN
35;F;N;HOLLERICH
35;M;I;LIMPERTSBERG
35;F;R;LIMPERTSBERG
58;M;P;NEUDORF/WEIMERSHOF
57;M;L;GRUND
31;M;SRB;PULVERMUEHL
34;F;L;DOMMELDANGE
34;M;P;HOLLERICH
33;M;F;BELAIR
33;M;J;ROLLINGERGRUND/BELAIR-NORD
3;F;ERY;GRUND
33;F;F;GARE
33;M;L, GR;NEUDORF/WEIMERSHOF
33;M;L, I;BONNEVOIE-SUD
33;M;F;CESSANGE
32;F;I;MUEHLENBACH
55;F;F;GARE
54;M;D;ROLLINGERGRUND/BELAIR-NORD
52;M;L;GASPERICH
54;F;P;ROLLINGERGRUND/BELAIR-NORD
53;M;P;GARE
53;F;F;CLAUSEN
51;F;L;BONNEVOIE-SUD
53;F;P;BONNEVOIE-SUD
53;M;D;ROLLINGERGRUND/BELAIR-NORD
53;F;I;CENTS
53;M;P;BONNEVOIE-SUD
53;M;E;NEUDORF/WEIMERSHOF
72;M;F;CENTS
56;M;B;GASPERICH
77;M;N;NEUDORF/WEIMERSHOF
69;F;L;KIRCHBERG
69;F;L;GASPERICH
52;F;SK;LIMPERTSBERG
52;M;I;GARE
52;M;D;VILLE-HAUTE
52;F;I;BONNEVOIE-NORD/VERLORENKOST
32;F;SYR;GRUND
68;F;L;MUEHLENBACH
51;F;F;BONNEVOIE-SUD
51;M;L;ROLLINGERGRUND/BELAIR-NORD
80;F;I;GARE
51;F;F;WEIMERSKIRCH
31;F;R;BEGGEN
50;M;IS;CESSANGE
45;F;TR;MERL
49;F;L;BONNEVOIE-SUD
50;M;GB;KIRCHBERG
22;M;P;GARE
49;F;L;BELAIR
67;M;TJ;BELAIR
67;F;D;ROLLINGERGRUND/BELAIR-NORD
67;F;BIH;HAMM
22;F;L, P;BONNEVOIE-SUD
66;F;I;BONNEVOIE-SUD
65;F;L;VILLE-HAUTE
65;M;L;CESSANGE
60;F;F, USA;BELAIR
39;M;P;GARE
49;F;F;LIMPERTSBERG
49;F;L;NEUDORF/WEIMERSHOF
22;F;IRL;MERL
49;F;DK;KIRCHBERG
29;M;ARM;GASPERICH
37;M;I;GARE
49;F;E;MERL
49;M;P;GASPERICH
49;F;H;KIRCHBERG
49;M;F;LIMPERTSBERG
36;M;IRL;GARE
48;M;SVN;VILLE-HAUTE
66;F;L;DOMMELDANGE
48;M;F;VILLE-HAUTE
48;M;H;BEGGEN
25;M;F;CESSANGE
63;F;L;BONNEVOIE-NORD/VERLORENKOST
63;F;P;BONNEVOIE-NORD/VERLORENKOST
62;M;L, I;BONNEVOIE-SUD
62;M;NL;GARE
61;F;L;BELAIR
62;M;E;LIMPERTSBERG
62;M;P;BONNEVOIE-SUD
31;M;IND;BEGGEN
60;F;L;GARE
56;M;B;CENTS
53;M;A;BONNEVOIE-NORD/VERLORENKOST
61;M;B;CLAUSEN
48;M;P;BONNEVOIE-SUD
43;F;B;GARE
26;F;L;EICH
47;M;B;HOLLERICH
47;F;F;GASPERICH
29;M;GEO;GARE
47;F;F;GASPERICH
47;M;I;VILLE-HAUTE
28;M;F;BONNEVOIE-SUD
42;F;TR;GASPERICH
46;F;P;ROLLINGERGRUND/BELAIR-NORD
92;F;L;GRUND
59;M;E;GARE
34;M;E;BONNEVOIE-NORD/VERLORENKOST
58;F;F;BELAIR
58;M;L;HOLLERICH
58;M;P;BONNEVOIE-SUD
58;M;CH;NEUDORF/WEIMERSHOF
58;F;RA;LIMPERTSBERG
58;F;P;BONNEVOIE-SUD
39;M;GR;BONNEVOIE-SUD
58;M;B;CENTS
58;M;P;BONNEVOIE-SUD
74;M;L;CENTS
56;M;GB;CESSANGE
57;M;P;GARE
57;M;R;GARE
57;M;CH;BELAIR
57;M;PL;NEUDORF/WEIMERSHOF
71;M;L;DOMMELDANGE
46;M;D;LIMPERTSBERG
46;F;PL;NEUDORF/WEIMERSHOF
46;F;L;LIMPERTSBERG
46;F;F;BELAIR
62;F;L;GASPERICH
46;M;F;CESSANGE
16;F;L;GARE
53;F;E;BELAIR
46;F;P;EICH
55;F;L;BONNEVOIE-NORD/VERLORENKOST
45;M;F;NEUDORF/WEIMERSHOF
45;M;I;NEUDORF/WEIMERSHOF
45;F;L, GB;GARE
32;M;CDN;WEIMERSKIRCH
45;F;E;LIMPERTSBERG
45;F;SK;LIMPERTSBERG
52;F;L;CENTS
44;F;I;GARE
45;F;F;CENTS
44;M;P;GARE
55;F;P;GARE
44;M;F;GASPERICH
44;M;H;VILLE-HAUTE
44;F;R;HOLLERICH
31;M;M;BONNEVOIE-SUD
43;M;L;BONNEVOIE-SUD
43;M;GR;HOLLERICH
43;F;TJ;DOMMELDANGE
43;M;B;LIMPERTSBERG
43;M;F;GASPERICH
85;F;P;HAMM
53;M;I;KIRCHBERG
20;M;L, F;GARE
42;M;P;VILLE-HAUTE
41;M;F;DOMMELDANGE
42;M;D;GARE
28;F;B;VILLE-HAUTE
41;M;I;BONNEVOIE-SUD
48;M;HRV;MERL
37;F;D;WEIMERSKIRCH
40;F;PL;CENTS
5;F;CZ;EICH
41;F;I;BONNEVOIE-NORD/VERLORENKOST
42;M;I;ROLLINGERGRUND/BELAIR-NORD
40;F;PL;LIMPERTSBERG
3;F;CZ;KIRCHBERG
37;F;F;GASPERICH
34;M;L, E;LIMPERTSBERG
36;F;L, F;BONNEVOIE-SUD
26;M;F;LIMPERTSBERG
38;M;P;GARE
38;F;P;HOLLERICH
37;M;F;BEGGEN
30;F;F;CESSANGE
20;M;P;EICH
37;M;F;ROLLINGERGRUND/BELAIR-NORD
26;F;L, B, F;GARE
40;M;F;HAMM
33;M;IND;MERL
16;F;I;ROLLINGERGRUND/BELAIR-NORD
